Client_id,Parent,Race,Employed,Adults,Children,Income,NofCases,Age,Score,Days,English,Gender,Primary,Transportation,Services,Dropout
1238,Two parent family,Asian,Yes,2,3,13734,5,50,200,230,,Male,Bengali,Yes,48,No
1240,Two parent family,Other,Yes,2,2,29398,4,66,105,231,,Male,Portuguese,Yes,61,No
1242,Two parent family,Other,Yes,2,1,12412,3,28,190,232,,Female,Nepali,Yes,4,No
1256,Two parent family,Hispanic/Latino,Yes,2,1,15523,3,33,195,233,,Female,Spanish,No,36,No
1260,Two parent family,Hispanic/Latino,Yes,2,3,20800,5,42,200,234,,Female,Spanish,Yes,36,No
1266,Two parent family,Black or African American,Yes,2,2,27692,4,56,125,235,Well,Male,Arabic,Yes,48,No
1275,Two parent family,Hispanic/Latino,Yes,2,1,14321,3,29,200,236,,Female,Spanish,Yes,54,No
1276,Single parent (mother figure only),Bi-racial/Multi-racial,Yes,1,1,14976,2,38,310,237,,Female,English,Yes,29,No
1282,Single parent (mother figure only),Black or African American,Yes,1,1,10662,2,32,200,238,,Female,English,Yes,29,No
1286,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,25736,3,37,195,239,,Female,Spanish,Yes,38,No
1288,Two parent family,Asian,Yes,2,2,27416,4,46,215,240,,Female,Gujarati,Yes,236,No
1290,Two parent family,Black or African American,No,2,2,0,4,55,220,241,,Female,Arabic,Yes,212,No
1292,Two parent family,Asian,No,2,2,0,4,40,210,242,,Female,Nepali,Yes,27,No
1295,Single parent (mother figure only),White,Yes,1,1,10400,2,36,200,243,,Female,Portuguese,Yes,272,No
1296,Two parent family,Asian,Yes,2,1,15080,3,36,185,244,,Female,Other,Yes,7,No
1302,Two parent family,Asian,Yes,2,2,36109,4,39,95,245,,Female,Nepali,Yes,136,No
1303,Two parent family,White,Yes,2,1,15600,3,44,155,246,,Female,Portuguese,Yes,14,No
1304,Two parent family,Asian,Yes,2,1,23504,3,49,75,247,,Male,Bengali,Yes,18,No
1310,Single parent (mother figure only),Hispanic/Latino,Yes,2,1,13000,3,43,200,248,,Female,Spanish,Yes,112,No
1311,Single parent (mother figure only),White,No,1,1,0,2,46,210,249,,Female,Portuguese,Yes,26,No
1313,Two parent family,Hispanic/Latino,Yes,2,2,29780,4,38,105,250,,Female,Spanish,Yes,204,No
1317,Two parent family,Asian,Yes,2,3,20358,5,41,195,251,,Female,Gujarati,Yes,68,No
1318,Two parent family,Asian,Yes,1,1,34004,2,42,205,252,,Female,Nepali,No,40,No
1321,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,14188,3,36,200,189,,Female,Spanish,Yes,43,No
1322,Two parent family,Other,Yes,2,2,23028,4,35,290,190,,Female,English,Yes,95,No
1324,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,25200,2,37,270,191,,Female,Spanish,No,39,No
1325,Two parent family,Hispanic/Latino,Yes,2,1,19500,3,36,195,192,,Female,Spanish,Yes,44,No
1330,Two parent family,Asian,Yes,2,1,19280,3,48,85,193,,Male,Other,Yes,220,No
1333,Two parent family,Asian,Yes,3,1,27794,4,42,105,194,,Female,Gujarati,Yes,12,No
1334,Two parent family,Other,No,2,2,0,4,46,210,195,,Male,Nepali,Yes,42,No
1335,Two parent family,Black or African American,Yes,2,1,17402,3,53,155,196,,Male,Other,Yes,19,No
1343,Two parent family,Hispanic/Latino,Yes,2,1,18460,3,31,165,197,,Male,Spanish,Yes,24,No
1344,Single parent (mother figure only),Black or African American,No,1,4,0,5,44,405,198,,Female,English,Yes,18,No
1345,Two parent family,Other,Yes,2,2,19000,4,45,195,199,,Female,Portuguese,Yes,41,No
1352,Single parent (mother figure only),Black or African American,No,1,1,0,2,74,170,200,,Female,Somali,Yes,9,No
1354,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,31,450,201,Well,Female,Spanish,Yes,272,No
1355,Single parent (mother figure only),White,Yes,1,1,15000,2,32,155,202,,Female,English,Yes,32,No
1360,Single parent (mother figure only),Hispanic/Latino,No,1,1,0,2,31,180,203,,Female,Spanish,Yes,24,No
1364,Two parent family,White,Yes,2,1,18200,3,48,185,204,,Female,Portuguese,Yes,20,No
1373,Single parent (mother figure only),White,No,2,2,0,4,42,180,205,,Female,English,Yes,260,No
1376,Single parent (mother figure only),Asian,No,1,1,0,2,37,210,206,,Female,Nepali,Yes,23,No
1378,Two parent family,Other,Yes,2,3,16900,5,43,450,207,,Female,Portuguese,Yes,73,No
1379,Two parent family,Black or African American,Yes,2,2,22701,4,46,155,208,,Female,Amharic,Yes,12,No
1382,Single parent (mother figure only),White,Yes,1,1,11743,2,62,425,209,,Female,Portuguese,No,55,No
1383,Two parent family,Black or African American,Yes,2,3,20951,5,44,155,210,,Male,Amharic,Yes,4,No
1384,Two parent family,Hispanic/Latino,Yes,1,1,37008,2,36,165,211,,Female,Spanish,Yes,36,No
1387,Two parent family,Hispanic/Latino,Yes,2,2,35360,4,52,95,212,,Female,Spanish,Yes,13,No
1390,Single parent (mother figure only),Hispanic/Latino,Yes,1,3,26000,4,48,260,213,,Female,English,Yes,84,No
1391,Two parent family,Asian,Yes,3,1,16861,4,43,200,214,,Female,Bengali,No,6,No
1393,Two parent family,White,Yes,2,2,22122,4,37,195,215,,Female,English,No,22,No
1398,Single parent (mother figure only),Other,Yes,1,1,27800,2,46,170,216,,Female,Portuguese,Yes,16,No
1404,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,27000,2,40,245,217,,Female,Spanish,Yes,69,No
1407,Two parent family,Asian,Yes,2,2,15626,4,44,180,218,Well,Female,Chinese,Yes,36,No
1410,Single parent (mother figure only),Hispanic/Latino,No,1,2,0,3,34,270,219,Very Well,Female,Spanish,Yes,15,No
1415,Single parent (mother figure only),Other,Yes,1,1,17764,2,47,105,220,Very Well,Female,Spanish,Yes,17,No
1417,Two parent family,Hispanic/Latino,Yes,2,3,16752,5,51,160,221,Not Well,Female,Spanish,Yes,4,No
1418,Two parent family,Hispanic/Latino,Yes,2,1,12597,3,40,240,222,Not Well,Female,Spanish,Yes,59,No
1422,Single parent (mother figure only) living w/partner,Hispanic/Latino,Yes,1,1,19344,2,39,135,223,Not Well,Female,Spanish,No,28,No
1426,Two parent family,Other,Yes,2,2,23400,4,47,195,224,Not Well,Female,Portuguese,No,4,No
1427,Two parent family,Hispanic/Latino,Yes,2,1,11960,3,37,170,225,Not Well,Female,Spanish,Yes,15,No
1428,Two parent family,White,Yes,2,1,33280,3,41,165,226,Very Well,Female,Arabic,Yes,132,No
1431,Single parent (mother figure only),Black or African American,Yes,2,3,16114,5,36,375,227,Very Well,Female,Portuguese,Yes,148,No
1437,Two parent family,Black or African American,Yes,2,3,33919,5,42,105,228,Very Well,Male,Somali,Yes,88,No
1440,Two parent family,Other,Yes,2,1,11556,3,42,150,229,,Male,Portuguese,No,12,No
1441,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,13520,3,37,230,230,Not At All,Female,Spanish,Yes,14,No
1442,Two parent family,Asian,Yes,2,1,19100,3,35,215,231,Not Well,Female,Nepali,Yes,30,No
1447,Two parent family,White,Yes,2,1,18720,3,43,195,232,Well,Male,Portuguese,Yes,7,No
1448,Single parent (mother figure only),Black or African American,Yes,1,3,19550,4,40,175,233,Very Well,Female,English,Yes,25,No
1449,Single parent (mother figure only),Black or African American,Yes,1,1,45200,2,42,155,234,Well,Female,Amharic,Yes,18,No
1451,Two parent family,Hispanic/Latino,Yes,2,2,19994,4,41,155,235,Very Well,Female,Spanish,Yes,41,No
1452,Single parent (father figure only),Black or African American,Yes,1,2,14086,3,45,260,236,Well,Male,English,Yes,75,No
1453,Two parent family,Other,Yes,2,1,17680,3,54,195,237,Not Well,Male,Nepali,Yes,20,No
1455,Two parent family,Hispanic/Latino,Yes,2,1,19394,3,41,205,238,Not At All,Female,Spanish,Yes,33,No
1457,Two parent family,Black or African American,Yes,2,1,12382,3,52,200,239,Well,Female,Other,Yes,8,No
1458,Two parent family,Hispanic/Latino,Yes,2,1,18200,3,36,295,240,Not Well,Male,Spanish,Yes,36,No
1459,Single parent (mother figure only),Black or African American,No,2,1,0,3,36,310,241,Well,Female,English,No,36,No
1460,Two parent family,Hispanic/Latino,Yes,2,3,18200,5,44,180,242,Not Well,Male,Spanish,Yes,122,No
1463,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,18231,2,36,145,243,Not Well,Female,Spanish,Yes,46,No
1465,Two parent family,Hispanic/Latino,Yes,2,2,24833,4,42,210,244,Not Well,Male,Spanish,Yes,66,No
1466,Two parent family,Black or African American,Yes,2,2,19396,4,49,145,245,Well,Female,Amharic,Yes,12,No
1467,Single parent (mother figure only),White,Yes,1,1,13167,2,41,290,246,Very Well,Female,English,Yes,18,No
1469,Two parent family,Hispanic/Latino,Yes,2,2,11591,4,39,195,247,Not Well,Female,Spanish,No,5,No
1473,Two parent family,,Yes,2,2,27720,4,38,105,248,,Male,,Yes,14,No
1479,Single parent (father figure only),Black or African American,Yes,1,1,36231,2,36,205,249,Very Well,Male,English,Yes,5,No
1483,Two parent family,Hispanic/Latino,No,2,3,0,5,38,160,250,Very Well,Female,Spanish,Yes,141,No
1487,Two parent family,Hispanic/Latino,Yes,2,1,15885,3,42,155,251,Not At All,Male,Spanish,Yes,42,No
1488,Two parent family,White,Yes,2,1,19500,3,59,195,252,Not Well,Male,Portuguese,Yes,30,No
1489,Two parent family,Hispanic/Latino,Yes,2,1,16137,3,36,185,253,Not Well,Male,Spanish,Yes,6,No
1490,Single parent (mother figure only),White,Yes,1,1,18200,2,54,115,254,Not At All,Female,Portuguese,Yes,20,No
1492,Two parent family,Hispanic/Latino,Yes,2,2,21105,4,50,240,255,Not Well,Female,Spanish,Yes,15,No
1496,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,10400,3,43,245,256,,Female,Spanish,Yes,61,No
1497,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,14758,3,35,210,257,Well,Female,Spanish,Yes,32,No
1499,Two parent family,Black or African American,Yes,2,2,14006,4,44,160,258,Very Well,Male,Amharic,Yes,53,No
1500,Single parent (mother figure only),Hispanic/Latino,Yes,1,2,49844,3,45,330,324,Not Well,Female,Spanish,Yes,295,No
1501,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,13312,2,40,205,260,Not At All,Female,Spanish,Yes,32,No
1502,Single parent (mother figure only),White,No,1,1,0,2,38,285,261,Very Well,Female,English,Yes,34,No
1508,Two parent family,Hispanic/Latino,Yes,2,1,26520,3,34,85,262,Not Well,Female,Spanish,Yes,8,No
1509,Two parent family,Hispanic/Latino,Yes,2,3,38257,5,50,355,263,Not At All,Female,Spanish,Yes,58,No
1514,Single parent (mother figure only),Black or African American,Yes,1,1,29440,2,43,150,264,Not Well,Female,Haitian Creole,Yes,230,No
1516,Two parent family,Hispanic/Latino,Yes,2,1,13084,3,35,210,324,Not At All,Female,Spanish,Yes,266,No
1517,Two parent family,Hispanic/Latino,Yes,2,1,13650,3,37,210,266,Not Well,Female,Spanish,Yes,31,No
1518,Two parent family,Black or African American,Yes,2,1,19435,3,49,155,267,Very Well,Male,English,Yes,39,No
1519,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,22400,2,44,270,268,Not Well,Female,Spanish,Yes,19,No
1520,Two parent family,Asian,No,2,2,0,4,34,220,269,Not Well,Female,Gujarati,Yes,6,No
1522,Two parent family,Other,Yes,2,1,23000,3,47,75,270,Very Well,Female,Portuguese,Yes,18,No
1527,Two parent family,Black or African American,Yes,2,2,32740,4,51,65,271,Very Well,Male,Amharic,Yes,10,No
1528,Two parent family,Other,Yes,2,1,26000,3,37,75,272,Very Well,Male,Portuguese,Yes,11,No
1532,Two parent family,Other,Yes,2,2,18200,4,44,195,273,Not Well,Female,Portuguese,Yes,22,No
1533,Single parent (father figure only) living w/partner,White,No,1,1,0,2,39,220,274,,Male,English,Yes,21,No
1534,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,12168,2,42,320,275,Not At All,Female,Spanish,Yes,17,No
1535,Two parent family,Bi-racial/Multi-racial,Yes,2,2,48493,4,48,155,276,Very Well,Female,English,Yes,12,No
1538,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,21531,2,36,55,277,Very Well,Female,English,Yes,2,No
1540,Single parent (mother figure only),White,Yes,1,2,7280,3,50,165,278,Very Well,Female,English,No,20,No
1541,Single parent (father figure only),Black or African American,Yes,1,1,15607,2,48,205,279,Not Well,Male,Creole,Yes,32,No
1545,Single parent (mother figure only) living w/partner,Hispanic/Latino,Yes,1,2,29869,3,43,85,280,Not Well,Female,Spanish,Yes,17,No
1546,Two parent family,White,Yes,2,4,13520,6,61,175,281,Very Well,Male,Arabic,Yes,14,No
1548,Single parent (mother figure only),White,Yes,1,1,38400,2,44,150,282,Well,Female,Arabic,Yes,54,No
1551,Single parent (mother figure only),Hispanic/Latino,Yes,1,1,0,2,34,190,283,Not At All,Female,Spanish,Yes,21,No
1552,Two parent family,Hispanic/Latino,Yes,2,1,17420,3,35,165,284,Not Well,Male,Spanish,Yes,36,No
1701,Two parent family,Black or African American,No,2,3,0,5,44,230,285,,Female,Creole,Yes,84,No
